match_id,match_number,date,start_time,player_id_of_the_match,toss_winner,toss_selection,venue_id,venue_name,Team1,Team2,Score1,Score2,winner_team
753,Match 129,12/26/2018,20:00,197.0,6,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Patna Pirates,Gujarat Fortunegiants,37,29,Patna Pirates
754,Match 130,12/26/2018,21:00,143.0,1,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Bengaluru Bulls,Bengal Warriors,37,31,Bengaluru Bulls
755,Match 131,12/27/2018,20:00,318.0,1,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Bengaluru Bulls,Jaipur Pink Panthers,32,40,Jaipur Pink Panthers
756,Match 132,12/27/2018,21:00,94.0,4,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Bengal Warriors,U.P. Yoddha,25,41,U.P. Yoddha
757,Eliminator 1,12/30/2018,20:00,2026.0,30,Choice of raid :Right,24,"Rajiv Gandhi Indoor Stadium, Kochi",U Mumba,U.P. Yoddha,29,34,U.P. Yoddha
758,Eliminator 2,12/30/2018,21:00,,2,Choice of court :Right,24,"Rajiv Gandhi Indoor Stadium, Kochi",Dabang Delhi K.C.,Bengal Warriors,39,28,Dabang Delhi K.C.
759,Qualifier 1,12/31/2018,20:00,318.0,31,Choice of court :Right,24,"Rajiv Gandhi Indoor Stadium, Kochi",Gujarat Fortunegiants,Bengaluru Bulls,29,41,Bengaluru Bulls
76,Match 15,7/26/2015,20:00,88.0,3,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",Jaipur Pink Panthers,Patna Pirates,23,29,Patna Pirates
760,Eliminator 3,12/31/2018,21:00,155.0,2,Choice of court :Left,24,"Rajiv Gandhi Indoor Stadium, Kochi",Dabang Delhi K.C.,U.P. Yoddha,45,33,Dabang Delhi K.C.
761,Qualifier 2,01-03-2019,20:00,757.0,30,Choice of raid :Right,5,"DOME@NSCI SVP Stadium, Mumbai",Gujarat Fortunegiants,U.P. Yoddha,38,31,Gujarat Fortunegiants
762,Final,01-05-2019,20:00,318.0,1,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",Bengaluru Bulls,Gujarat Fortunegiants,38,33,Bengaluru Bulls
763,Match 1,10-05-2018,20:00,81.0,29,Choice of court :Left,0,TBD,Tamil Thalaivas,Telugu Titans,36,58,Telugu Titans
77,Match 16,7/26/2015,21:00,29.0,8,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",Telugu Titans,U Mumba,26,27,U Mumba
79,Match 18,7/27/2015,21:00,81.0,8,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",Telugu Titans,Jaipur Pink Panthers,22,33,Jaipur Pink Panthers
8,Match 8,7/30/2014,20:00,26.0,4,Choice of court : Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Bengal Warriors,Bengaluru Bulls,30,46,Bengaluru Bulls
80,Match 19,7/28/2015,20:00,52.0,1,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",Bengaluru Bulls,Jaipur Pink Panthers,36,23,Bengaluru Bulls
81,Match 20,7/29/2015,20:00,79.0,7,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",Puneri Paltan,Bengal Warriors,33,29,Puneri Paltan
83,Match 22,7/30/2015,20:00,,8,Choice of court :Left,6,"Patliputra Sports Complex, Patna",Telugu Titans,Patna Pirates,22,34,Patna Pirates
84,Match 23,7/31/2015,20:00,,8,Choice of court :Right,6,"Patliputra Sports Complex, Patna",Telugu Titans,Bengaluru Bulls,21,35,Bengaluru Bulls
87,Match 26,08-01-2015,21:00,,7,Choice of court :Left,6,"Patliputra Sports Complex, Patna",Puneri Paltan,Patna Pirates,32,28,Puneri Paltan
88,Match 27,08-02-2015,20:00,79.0,7,Choice of court :Right,6,"Patliputra Sports Complex, Patna",Puneri Paltan,Jaipur Pink Panthers,29,35,Jaipur Pink Panthers
9,Match 9,7/31/2014,20:00,52.0,8,Choice of court : Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",Telugu Titans,Jaipur Pink Panthers,45,31,Telugu Titans
92,Match 31,08-05-2015,20:00,81.0,4,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",Bengal Warriors,Telugu Titans,44,28,Bengal Warriors
93,Match 32,08-06-2015,20:00,26.0,1,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",Bengaluru Bulls,Bengal Warriors,22,33,Bengal Warriors
94,Match 33,08-06-2015,21:00,,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",Telugu Titans,Patna Pirates,54,32,Telugu Titans
95,Match 34,08-07-2015,20:00,190.0,5,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",U Mumba,Jaipur Pink Panthers,35,25,U Mumba
98,Match 37,08-08-2015,21:00,69.0,6,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",Patna Pirates,Bengaluru Bulls,30,28,Patna Pirates
99,Match 38,08-09-2015,20:00,29.0,5,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",U Mumba,Bengal Warriors,31,17,U Mumba
